dx_min,alpha,nx,ny,Cl_mean,Cl_final,Cl_std,Cd_mean,Cd_final,Cd_std,Ef_mean,Ef_final,Cl_p,Cl_v,Cd_p,Cd_v,Cl_bl,Cd_bl,Ef_bl,elapsed_s,its_per_s
0.001,1.0,1479,1203,0.04201759956777096,0.03683053329586983,0.002624985609315442,0.05713328506265368,0.0538894347846508,0.002441957697384165,0.7354311855461049,0.6834462718536469,0.038071240186120944,-0.0009448631813981766,0.04070937873254156,0.01301842653504275,0.05436552681077262,0.05119588975559339,1.0619119439140705,219.40807175636292,9.115434924476515
0.001,2.0,1479,1203,0.11779392058295864,0.1215122863650322,0.0015265632597406397,0.05677001231483051,0.053933847695589066,0.002241333112881167,2.0749320949537005,2.2529875311486443,0.12449238663146392,-0.0025893372241762064,0.04111580743715605,0.012675974360207155,0.13301930927266478,0.0516026409234838,2.5777616589411636,218.76782083511353,9.142112365362046
0.001,3.0,1479,1203,0.18298606840627535,0.19026853144168854,0.0043619102526219295,0.06222831577594791,0.05934891104698181,0.002370583926310188,2.940559552746275,3.2059312982350776,0.19330474074447443,-0.0040489872930758505,0.046993194462200696,0.012284574942857583,0.20309926944514542,0.06186717752331768,3.282827463215006,219.91013741493225,9.094623938260504
0.001,4.0,1479,1203,0.2683619015983173,0.2790962755680084,0.005606946916343897,0.07132285061691489,0.06944706290960312,0.0019019827268752646,3.762635666929902,4.018834834401831,0.28567680694976255,-0.005680722924802001,0.05659958640049792,0.01273551241565633,0.2912303389437726,0.07377771794028576,3.9474023739727047,218.90896606445312,9.136217835002437
0.001,5.0,1479,1203,0.3265760615468025,0.33691900968551636,0.005575008228589056,0.07925592735409737,0.07721792906522751,0.002046911087690957,4.120525397270734,4.363222554193524,0.34430979418328705,-0.006773395539556429,0.06547934591129029,0.011668068896222303,0.3562998819597492,0.0731944142830826,4.867856180688103,220.15342044830322,9.084573820962474
0.001,6.0,1479,1203,0.3850368761590549,0.390950471162796,0.003852847181274722,0.08706810139119625,0.0854678750038147,0.0022951053721170377,4.422249595510157,4.574238813651874,0.400392670071984,-0.007873795345572256,0.07376346236510598,0.011793526613800604,0.4196159708016211,0.07376346236510598,5.688669665811697,219.40680146217346,9.11548769988704
0.001,7.0,1479,1203,0.42138778631176266,0.43158161640167236,0.005533896204035181,0.0920753859515701,0.09084206819534302,0.002327431812025131,4.576551941182246,4.750900381017495,0.44128184793461894,-0.008683030966456588,0.08007747814901386,0.010709076552964852,0.4653553388276391,0.08007747814901386,5.811313612569976,220.06292963027954,9.08830943657859
0.001,8.0,1479,1203,0.45462975225278307,0.45703238248825073,0.006256956436696126,0.09742123926324504,0.09526825696229935,0.002855683614699685,4.666638976171443,4.7973207137516205,0.46599852128188,-0.009198969464094205,0.08527704173212013,0.009931262267264387,0.5068496454805371,0.08527704173212013,5.943565057905017,219.55856704711914,9.109186796481428
0.001,9.0,1479,1203,0.4881122591240065,0.4906178414821625,0.0056909787106866365,0.10426364014191287,0.10459696501493454,0.0018875144816759178,4.681519448770814,4.690555231809175,0.5002252160129147,-0.009568110134271161,0.09499436230369099,0.009469672760471781,0.5450707257013702,0.09499436230369099,5.737927098861019,218.72988939285278,9.143697761433385
0.001,10.0,1479,1203,0.4796108326741627,0.4765412211418152,0.014205548787019474,0.10647012665867805,0.10856486111879349,0.0028283594603316507,4.504651658879858,4.389460975042153,0.4850786570835519,-0.00933990107170999,0.09927139751263842,0.008974125091897435,0.5483872781812745,0.09927139751263842,5.524121669703082,219.68888211250305,9.103783408464869
